"Borough, Block, Lot #",Street Address,Postcode,Borough,Utility,Building Manager,Owner,Owner Address,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,Council District,Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Latitude,Longitude,Census Tract,BIN,BBL,NTA
1001890030,20 NORTH MOORE STREET,10013,Manhattan,Con Edison,20-26 NO.MOORE STREET CO-OP.,20-26 NO.MOORE ST.CO-OP.,"20 NORTH MOORE STREET, MANHATTAN NY 10013",212-431-3708,CA019087Z,0,FEDERAL FST 80,1,3.4,1987,21 to 26 years old,2022,HEV E MMG 34 P ( I.C.I. ),#4,22050,15435,2238.075,3197.25,1,2019,Elevator Apartments,1,M 01,"* 60,600",1,9,19,20,1921,,Yes,40.719811,-74.007229,33,1002147,1001890030,SoHo-TriBeCa-Civic Center-Little Italy
1001897501,6 VARICK STREET,10013,Manhattan,Con Edison,PACKPROD INTIL. CONDOMINIUM /ANDREWS,PACKPROD INTIL CONDOMINIUM/ANDREWS,"666 BROADWAY 12TH FLOOR, MANHATTAN NY 10012",212 529-5688,CA535285K,0,FEDERAL FMB1215,1,4.2,1985,21 to 26 years old,2020,I.C.I. MM 42P,#4,36500,25550,3704.75,5292.5,1,2019,Condominiums,1,M 01,"* 25,898",1,10,24,29,1915,Yes,,40.719451,-74.006861,33,1002154,1001897501,SoHo-TriBeCa-Civic Center-Little Italy
1001937501,395 BROADWAY,10013,Manhattan,Con Edison,DAVID HANSEL,DAVID HANSEL,"395 BROADWAY, MANHATTAN NY 10013",,CA121081Z,2013,ROCKMILLS MO 175,1,7.3,1981,26 to 30 years old,2016,ICI #DEG 84P,#6,39375,27563,4134.375,5906.25,1,2013,Condominiums,1,M 01,"* 10,448",1,15,64,65,1915,Yes,,40.71845,-74.002702,33,1002221,1001937501,SoHo-TriBeCa-Civic Center-Little Italy
1001940042,"401 BROADWAY,SUITE- 2118",10013,Manhattan,Con Edison,401 BROADWAY BUILDING,401 BROADWAY BUILDING,"401 BROADWAY SUITE #2118, MANHATTAN N.Y. 10013",212 226-8363,CB239401M,0,ROCKMILLS MP-175,2,7.35,2001,5 to 10 years old,2036,INDUSTRIAL COMB. MMG-84 P,#4,37500,26250,3806.25,5437.5,1,2014,Office Buildings,1,M 01,"* 230,139",1,26,0,171,1930,,,40.71871,-74.002482,33,1002310,1001940042,SoHo-TriBeCa-Civic Center-Little Italy
1001950017,100 LAFAYETTE STREET,10013,Manhattan,Con Edison,ENF. 4/7/92,LAFAYETTE WALKER ASSOCIAT,"144 WESST 37 STREET, MANHATTAN NY 10018",212-563-5440,CA225271X,0,ROCKMILLS MP 125,1,6.3,1971,36 - 40 year old,2010,HEVEOIL AM7CF,#4,63875,44713,8335.6875,11908.13,1,2015,Office Buildings,1,M 01,"* 55,400",1,8,0,12,1910,,,40.717791,-74.001129,31,1002329,1001950017,SoHo-TriBeCa-Civic Center-Little Italy
1001960005,408 BROADWAY,10013,Manhattan,Con Edison,KARTEN,KARTEN,"408 BROADWAY, MANHATTAN NY 10013",212 860-4101,CA013986P,0,ROCKMILLS MP-60,1,2.3,1986,21 to 26 years old,2021,ICI MMG -28,#4,12450,8715,1268.75,1812.5,1,2016,Loft Buildings,1,M 01,"* 56,210",1,5,0,3,1915,,,40.718946,-74.002255,31,1002338,1001960005,SoHo-TriBeCa-Civic Center-Little Italy
1001960021,254 CANAL STREET,10013,Manhattan,Con Edison,C.H.H.REALTY,C.H.H. REALTY,"589 BROADWAY, MANHATTAN NY 10012",212-431-6200,CA303984R,0,ROCKMILLS MP - 60,1,2.6,1984,26 to 30 years old,2019,INDUST COMBUST MM-28,#4,18232,12762,1908.5045,2726.44,0,,Office Buildings,1,M 01,"* 42,500",1,5,0,15,1900,,,40.718546,-74.000707,31,1002347,1001960021,SoHo-TriBeCa-Civic Center-Little Italy
1001980030,120 WALKER STREET,10013,Manhattan,Con Edison,"VINCENT,TERRANONA","ESTATE OF TERRANOVA,VINCENT","120 WALKER STREET 4FLOOR, MANHATTAN NY 10013",212 228-2140,CA063383L,0,FEDERAL FST-60,1,2.59,1983,26 to 30 years old,2018,IND COMB INC MMG-34(P),#4,6882,4817,1389.535,1985.05,0,,Store Buildings,1,M 01,"* 28,222",1,7,0,8,1920,,,40.717459,-73.999784,29,1002366,1001980030,Chinatown
1002120007,32 VARICK STREET,10013,Manhattan,Con Edison,VARICK ASSOCIATES.,"VARICK ASSOCIATE,LLC","11 BEACH STREET, MANHATTAN NY 10013",212-226-3249,CA319569X,0,BIGELOW H.R.T.,1,4.9,1969,41 - 45 years old,2010,HEV-E-OIL AMZE,#4,89425,62598,9033.5,12905,1,2022,Office Buildings,1,M 01,"* 125,078",1,10,0,1,1900,,,40.72067,-74.006645,33,1002733,1002127505,SoHo-TriBeCa-Civic Center-Little Italy
1002120018,13 LAIGHT STREET,10013,Manhattan,Con Edison,MAZDA REALTY ASSOC..,MAZDA REALTY ASSOC.,"15 WEST 30 STSUITE 1204, MANHATTAN NY 10010",212-643-1717,CA176980K,2014,ROCKMILLS MP 150,1,6.3,1980,26 to 30 years old,2015,INDUSTRIAL COMBUSTION DEG 63P,#6,70639,49448,7417.2,10596,1,2022,Loft Buildings,1,M 01,"* 79,642",1,6,9,26,1900,,,40.721751,-74.00583,33,1002735,1002120018,SoHo-TriBeCa-Civic Center-Little Italy
1002157502,161 HUDSON STREET,10013,Manhattan,Con Edison,ELLEN ROSE ASSOCIATES,ELLEN ROSE ASSOCIATES,"890 GARRISON AVENUE, MANHATTAN NY 10474",718 842 5588,CA400062P,0,HEGGIE SIMPLEX 321,1,4.64,1962,46 - 50 years old,2010,PETRO W-5,#4,76650,53655,7779.975,11114.25,0,,Condominiums,1,M 01,"* 58,015",1,9,24,26,1930,,,40.721798,-74.008272,39,1086556,1002157502,SoHo-TriBeCa-Civic Center-Little Italy
1002227502,189 HUDSON STREET,10013,Manhattan,Con Edison,RAPPORT METROPOLITAN/J.GLOVER,RAPPORT METROPOLITAN,"530 5 AVENUE, MANHATTAN NY 10036",212-704-3500,CA047477M,0,CROTTY CSM125,1,5.7,1977,31 to 35 years old,2012,I C I AM6CM,#4,73000,51100,7409.5,10585,1,2022,Condominiums,1,M 01,"* 70,622",1,7,27,27,1920,Yes,,40.722929,-74.008067,39,1002857,1002227502,SoHo-TriBeCa-Civic Center-Little Italy
1002270063,417 CANAL STREET,10013,Manhattan,Con Edison,PARISH OF TRINITY CHURCH,PARISH OF TRINITY CHURCH,"74 TRINITY PLACE, MANHATTAN NY 10006",,CA313686H,0,FEDERAL FST 100,1,3.9,1986,21 to 26 years old,2021,HEV E OIL MMG 42 P,#4,41063,28744,4167.8945,5954.14,0,,Outdoor Recreation,3,M 02,0,1,0,0,0,0,,,40.722303,-74.005963,37,1002949,1002270063,SoHo-TriBeCa-Civic Center-Little Italy
1002290022,83 GRAND STREET,10013,Manhattan,Con Edison,"GRAND LOFT CORP, C/O L. PROPERTIES.",GRAND LOFT CORP. /ANDREWS BUILD CORP.,"666 BROADWAY, MANHATTAN NY 10012",212-529-5688,CA233582N,0,FEDERAL FST-135,1,6,1982,26 to 30 years old,2017,HEVE MEG 54-S,#4,24502,17151,2486.638,3552.34,1,2019,Elevator Apartments,1,M 02,"* 85,676",5,6,26,31,1915,,Yes,40.721738,-74.002464,47,1077424,1002290022,SoHo-TriBeCa-Civic Center-Little Italy
1002370036,130 MULBERRY STREET,10013,Manhattan,Con Edison,JEROME STABILE,STABILE BROS.,"189 GRAND STREET, MANHATTAN NY 10013",212 226-3620,CA147468Z,0,H B SMITH 250-5-10,1,1,1968,41 - 45 years old,2010,HEV-E-OIL AM3DH,#4,24820,17374,2519.23,3598.9,0,,Walk-Up Apartments,1,M 02,"* 8,680",1,6,15,16,1900,,,40.718326,-73.997814,41,1003098,1002370036,SoHo-TriBeCa-Civic Center-Little Italy
1002740003,51 MONROE STREET,10002,Manhattan,Con Edison,MONROE HENRY LLC,MONROE HENRY CORP.,"95 DELANCY STREET, MANHATTAN NY 10002",718-961-3200,CA329284L,0,FEDERAL FST 60,1,2.6,1984,26 to 30 years old,2019,ICI MM30,#4,25112,17578,2537.5,3625,0,,Walk-Up Apartments,1,M 03,"* 9,910",1,5,20,20,1900,,,40.711643,-73.993807,8,1003266,1002740003,Chinatown
1002770002,77 MADISON STREET,10002,Manhattan,Con Edison,LEE KUANG,LEE KUANG,"101 LAFAYETTE STREET, MANHATTAN NY 10013",718 946 4000,CA087385L,0,FITZGIBBONS RM61,1,2.1,1985,21 to 26 years old,2020,I C #MM28,#4,17520,12264,1778.28,2540.4,0,,Walk-Up Apartments,1,M 03,"* 21,274",1,6,28,30,1918,,,40.712142,-73.996259,8,1003329,1002770002,Chinatown
2033360055,3220 STEUBEN AVENUE,10467,Bronx,Con Edison,ELEZAJ & SONS REALTY ASSOC.,ELEZAJ & SONS REALTY,"3093 BAINBRIDGE AVE, BRONX NY 10467",XXXX,CA233491H,0,ROCKMILLS MP60,1,2.59,1991,16 to 20 years old,2026,ICI MMG28,#4,297840,208488,3045,4350,0,,Walk-Up Apartments,11,Bx 07,"* 42,500",1,5,42,42,1926,,,40.877353,-73.881718,419,2018047,2033360055,Norwood
1002830031,145 EAST BROADWAY,10002,Manhattan,Con Edison,MESIVTHA TIFERETH JERUSAL,MESIVTHA TIFERETH JERUSALEM,"145 EAST BROADWAY, MANHATTAN NY 10002",212-964-2830,CA347083Y,0,FEDERAL FST-60,1,2.7,1983,26 to 30 years old,2018,IND COMB MMG-34 P,#4,37888,26522,3817.009,5452.87,0,,"Churches, Synagogues, etc.",1,M 03,"* 14,812",1,5,0,1,1921,,,40.713959,-73.991206,6,1003571,1002830031,Lower East Side
1002850029,197 EAST BROADWAY,10002,Manhattan,Con Edison,THE EDUCATIONAL ALLIANCE,THE EDUCATIONAL ALLIANCE,"197 EAST BROADWAY, MANHATTAN NY 10002",212-780-2300,CA082382N,0,ROCKMILLS #MP 80,1,3.3,1982,26 to 30 years old,2017,ICI MEG 34-P,#4,30660,21462,3146.5,4495,0,,Educational Structures,1,M 03,"* 48,517",1,6,0,1,1900,,,40.714211,-73.988302,6,1003704,1002850029,Lower East Side
1002850029,197 EAST BROADWAY,10002,Manhattan,Con Edison,THE EDUCATIONAL ALLIANCE,THE EDUCATIONAL ALLIANCE,"197 EAST BROADWAY, MANHATTAN NY 10002",,CA224196K,0,FEDERAL(EASTMOND)FST-80,1,3.43,1996,11 to 15 years old,2031,(NEW)HEVE-ICI #MMG 34 P,#4,32850,22995,3334.275,4763.25,0,,Educational Structures,1,M 03,"* 48,517",1,6,0,1,1900,,,40.714211,-73.988302,6,1003704,1002850029,Lower East Side
1003000001,83 CANAL STREET,10002,Manhattan,Con Edison,AMICUS ASSOCIATES LP,FRIEDMAN MANAGEMENT/BERNIE MILOWITZ,"225 WEST 34 STREET, MANHATTAN NY 10001",212-736-6888,CA311186M,0,FEDERAL FST-90,1,3.7,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION MMG-42(P),#4,27104,18973,2751.056,3930.08,0,,Loft Buildings,1,M 03,"* 40,860",4,6,0,27,1925,,,40.71529,-73.99315,16,1079647,1003000001,Chinatown
1003440060,219 STANTON STREET,10002,Manhattan,Con Edison,OUR LADY OF SORROWS CHURCH.,OUR LADY OF SORROWS CH.,"219 STANTON STREET, MANHATTAN NY 10002",212 673-0900,CA289392P,0,H.B.SMITH M450L-W-12 (EXG),1,2.72,1992,16 to 20 years old,2027,INDUSTRIAL COMBUSTION MMG-28 (NEW),#4,17325,12128,1758.4875,2512.13,1,2014,"Churches, Synagogues, etc.",1,M 03,"* 57,574",3,5,0,2,1900,,,40.719511,-73.982132,2201,1079667,1003440060,Lower East Side
1003450020,155 RIDGE STREET,10002,Manhattan,Con Edison,STELLAR MANAGEMENT,STELLAR MANAGEMENT,"156 WILLIAM STREET, MANHATTAN NY 10038",212-406-0030,CA055880M,0,ROCKMILLS MP-100,1,4.2,1980,26 to 30 years old,2015,HEV-E-OIL MMG-42,#4,27379,19165,2731.561,3902.23,0,,Elevator Apartments,1,M 03,"* 35,045",1,5,56,56,1940,,,40.720334,-73.9825,2201,1004141,1003450020,Lower East Side
1003480031,105 CLINTON STREET,10002,Manhattan,Con Edison,TSAI FOO CHANG,FOO TSAI,"395 BROADWAY #10E, MANHATTAN NY 10013",212 925 9384,CA107588R,0,FEDERAL FST 50,1,1.54,1988,21 to 26 years old,2023,ICI MMG 22,#4,40150,28105,4075.225,5821.75,0,,Walk-Up Apartments,1,M 03,"* 12,630",1,6,20,22,1920,,,40.718309,-73.985476,1402,1004187,1003480031,Lower East Side
1003740020,333 EAST 4 STREET,10009,Manhattan,Con Edison,NYC BOARD OF EDUCATION (PS 15),NYC BOARD OF EDUCATION,"28-11 QUEENS PLAZA NORTH, LIC NY 11101",,CA013474L,0,TITUSVILLE (2) (EXG) SOH 182,2,50,1974,36 - 40 year old,2010,PREFERRED (2) (EXG) B E E 50 3M4,#4,0,0,0,0,0,,Educational Structures,2,M 03,"* 73,224",1,5,0,1,1910,,,40.721791,-73.978986,2601,1004415,1003740020,Lower East Side
1003970063,250 EAST HOUSTON STREET,10002,Manhattan,Con Edison,205 E. HOUSTON ST. ASSOC. L.P. % PK. SQ. ASSOC.,250 E. HOUSTON STREET OWNERS c/o PARK SQUARE ASSOC,"250 EAST HOUSTON STREET, NEW YORK NY 10274",212 943--6850,CB540503K,0,(EXISTING) FEDERAL FST-125,2,4.1,2003,5 to 10 years old,2038,(NEW) ICI DEG-54P,#4,75336,52735,7910.28,11300.4,1,2017,Elevator Apartments,2,M 03,"* 126,660",1,13,130,146,1989,,,40.721937,-73.985321,3002,1004960,1003977503,East Village
1003990044,185 EAST 3 STREET,10009,Manhattan,Con Edison,"185 EAST VILLAGE APTS.,LLC","EAST VILLAGE APARTMENTS,LLC","P.O. BOX 20213,GREELEY SQUARE STAT., NEW YORK NY 10001",212 947-5656,CA463887H,0,FEDERAL FST 80,1,3.1,1987,21 to 26 years old,2022,HEVE MMG 34 P,#4,32850,22995,3334.275,4763.25,0,,Elevator Apartments,2,M 03,"* 35,550",1,6,43,43,1950,,,40.723079,-73.983906,32,1005004,1003990044,East Village
1004090029,250 BROOME STREET,10002,Manhattan,Con Edison,"KIPNES,NEIL","KIPNES,NEIL","252 BROOME STREET, MANHATTAN NY 10002",212 674-2100,CA200098K,0,ROCKMILLS MP-100,1,4.06,1998,11 to 15 years old,2033,ICI MMG-42 P,#4,36500,25550,3704.75,5292.5,0,,Walk-Up Apartments,1,M 03,"* 12,281",1,6,22,24,1920,,,40.718007,-73.989813,18,1005295,1004090029,Chinatown
1004110034,94 RIVINGTON STREET,10002,Manhattan,Con Edison,DAESUNG REALTY CORP.,DAE SUNG REALTY CORP./JASON KIM,"94/96 RIVINGTON STREET, MANHATTAN NY 10002",212-420-1728,CA298286X,0,ROCKMILLS MP-50,1,2.03,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION MMG-22,#4,14600,10220,1481.9,2117,0,,Walk-Up Apartments,1,M 03,"* 16,840",1,6,20,23,1920,,,40.720173,-73.98864,3001,1005363,1004110034,Chinatown
1004130045,83 ORCHARD STREET,10002,Manhattan,Con Edison,81 ORCHARD ASSOC.C/O VINCENT JAMES MGMT.,DERMOTT COMPANY,"320 W.57th fl., MANHATTAN NY 10019",212-262-1220,CA426089K,0,FEDERAL FST 80,1,3.1,1989,21 to 26 years old,2024,ICI MMG 34 P,#4,32120,22484,3248,4640,0,,Walk-Up Apartments,1,M 03,"* 18,647",1,6,30,34,1910,,,40.717813,-73.990404,18,1005448,1004130045,Chinatown
1004140005,55 DELANCEY STREET,10002,Manhattan,Con Edison,55 DELANCEY REALTY LLC,MADISON CAPITAL,"55 EAST 59TH STREET, MANHATTAN NY 10022",212-759-9001,CA256387J,0,ROCKMILLS MP 80,1,3.4,1987,21 to 26 years old,2022,ICI MMG 34 P,#4,30870,21609,3133.305,4476.15,0,,Walk-Up Apartments,1,M 03,"* 21,865",1,6,30,33,1900,,,40.71944,-73.991169,18,1005456,1004140005,Chinatown
1004150033,125 ALLEN STREET,10002,Manhattan,Con Edison,125-127 ALLEN ST ASSOC .,125-127 ALLEN STREET ASSO.,"708 W. 177TH ST. AA, NEW CITY NY 10033",212-740-2347,CA396587Z,0,FEDERAL FST 60,1,2.59,1987,21 to 26 years old,2022,ICI MMG 28,#4,24984,17489,2537.5,3625,0,,Walk-Up Apartments,1,M 03,"* 10,254",1,6,24,26,1900,,,40.719868,-73.99004,18,1005493,1004150033,Chinatown
1004160063,160 ALLEN STREET,10002,Manhattan,Con Edison,HERBERT MEDINA,CENTRAL BROOKLYN REALTY,"3005 AVENUE N., BROOKLYN NY 11210",718 531 6282,CA378790P,0,FEDERAL EASTMOND FST100,1,4.1,1990,16 to 20 years old,2025,ICI MMG 42P,#4,37048,25933,3806.25,5437.5,0,,Walk-Up Apartments,1,M 03,"* 9,357",1,6,18,22,1900,,,40.720963,-73.989462,3001,1005530,1004160063,Chinatown
1004210078,42 RIVINGTON STREET,10002,Manhattan,Con Edison,DANMOR REALTY CORP,DANMOR REALTY CORP,"114-04 ATLANTIC AVENUE, JAMAICA NY 11419",718-849-7600,CA278891X,0,FEDERAL MMG-70,1,2.9,1991,16 to 20 years old,2026,I.C.I.MMG-28,#4,32850,22995,3334.275,4763.25,0,,Walk-Up Apartments,1,M 03,"* 19,038",1,6,30,33,1900,,,40.720895,-73.991035,3601,1005611,1004210078,Chinatown
1004260029,195 CHRYSTIE STREET,10002,Manhattan,Con Edison,"GREETING CARD PUBLISHERS, INC.","GREETING CARD PUBLISHERS,","171 E. 84TH ST. #35B, MANHATTAN NY 100028",718 746 2435,CA175694P,0,ROCKMILLS MP-125,1,5.25,1994,16 to 20 years old,2029,ICI MMG-54 (P),#4,34688,24281,3520.7813,5029.69,1,2016,Loft Buildings,1,M 03,"* 81,900",1,9,3,22,1920,,,40.721922,-73.991904,3601,1005719,1004260029,Chinatown
1004310031,141 EAST 3 STREET,10009,Manhattan,Con Edison,141 E. 3RD ST. OWNERS CORPC/O J.R.D. MGMT. CORP.,141 E.3rd ST. Owners Corp.c/o Century Mgmt.,"7 PENN PLAZA,SUITE #1400, NEW YORK NY 10016",212-560-6450,CA192696N,0,FEDERAL FST-175,1,7,1996,11 to 15 years old,2031,HEVE DEG-84P,#4,73913,51739,7760.8125,11086.88,1,2021,Elevator Apartments,2,M 03,"* 120,605",1,10,100,105,1929,,Yes,40.723793,-73.985602,32,1005762,1004310031,East Village
1004327502,440 EAST 6 STREET,10009,Manhattan,Con Edison,440 E. 6TH STREET,440 EAST 6TH STREET CORP.,"P.O.B. 253 KNICKER BOCKER ST., MANHATTAN NY 10002",212-274-1746,CA328484L,0,ROCKMILLS MP 50,1,2.1,1984,26 to 30 years old,2019,ICI MMG 22,#4,25112,17578,2537.5,3625,0,,Condominiums,2,M 03,"* 25,586",1,6,26,27,1900,,,40.725986,-73.985208,32,1005763,1004327502,East Village
1005110016,136 CROSBY STREET,10012,Manhattan,Con Edison,BROCROS REALTY,BROCROS REALTY,"600 BROADWAY, MANHATTAN NY 10012",212-966-5097,CA020979M,0,ROCKMILLS MP 100,1,4.2,1979,31 to 35 years old,2014,HEVEOIL AM-6,#4,14500,10150,1522.5,2175,1,2021,Store Buildings,1,M 02,"* 65,192",1,6,0,24,1900,,,40.72487,-73.99614,43,1007946,1005110016,SoHo-TriBeCa-Civic Center-Little Italy
1004347501,103 AVENUE A,10009,Manhattan,Con Edison,103 AVENUE A. CONDOMIMUM,103 AVENUE A. CONDOMIMUM/KENNDY REED,"P.O.BOX 253 KNICKERBOCKER STATION, MANHATTAN NY 10002",212-219-3464,CA469485M,0,ROCKMILLS MP-40,1,1.7,1985,21 to 26 years old,2020,ICI MMG-22,#4,20203,14142,1822.737,2603.91,0,,Condominiums,2,M 03,"* 18,650",1,6,20,22,1920,,,40.725796,-73.983736,32,1005793,1004347501,East Village
1004350045,111 E. 7th STREET,10009,Manhattan,Con Edison,111-115 EAST 7TH ST. LLC,BEACH LANE MGMT.,"280 CENTRAL PARK NORTH, HARTSDALE NY 10530",XXX,CA339888L,0,FEDERAL FST-80,1,3.43,1988,21 to 26 years old,2023,ICI MMG-34P,#4,19835,13885,2030,2900,0,,Elevator Apartments,2,M 03,"* 32,698",1,7,45,47,1920,,,40.726576,-73.98476,32,1005849,1004350045,East Village
1004360039,115 ST MARK'S PLACE,10009,Manhattan,Con Edison,ST. MARKS PARTENERS LP,"AVENUE A at ST. MARKS PARTNERS,LP","6 GRAG AVE. SUITE 400, GREAT NECK NY 11021",516-466-3333,CA407487M,0,FEDERAL FST 60,1,1.8,1987,21 to 26 years old,2022,HEVE-OIL MMG-28,#4,47450,33215,4816.175,6880.25,0,,Walk-Up Apartments,2,M 03,"* 13,976",1,6,22,24,1900,,,40.727292,-73.984551,32,1005884,1004360039,East Village
1004360042,109 ST MARK'S PLACE,10009,Manhattan,Con Edison,109 ST.MARKS REALTY ASSOC.,109 ST MARKS PLACE LLC.BROADWAY BRIDGE,"5134 BROADWAY , MANHATTAN NY 10034",212 722-2222,CA308872P,0,AMERICAN STD A 711-0,1,2.1,1972,36 - 40 year old,2010,HEV-E-OIL AM 4DH,#4,21900,15330,2222.85,3175.5,0,,Walk-Up Apartments,2,M 03,"* 10,386",1,6,25,27,1920,,,40.727325,-73.984634,32,1005887,1004360042,East Village
1004440030,82 EAST 3 STREET,10003,Manhattan,Con Edison,T.J. MONTANA ENTERPRISES,T.J. MONTANA ENTERPRISE/STEVE HARRIS,"3725 HENRY HUDSON PKWY., RIVERDALE NY 10463",,CA258557M,0,KEWANEE TYPE C 2751,1,2,1957,Over 50 years,2010,CLEAVER BROOKS,#4,13140,9198,162.4,232,0,,Walk-Up Apartments,2,M 03,"* 8,880",1,5,22,23,1910,,,40.724913,-73.988311,3602,1006128,1004440030,East Village
1004460009,304 EAST 5 STREET,10003,Manhattan,Con Edison,"SLYWOTZKY,STEFAN",302-4 SWA LLC. STEFRAN SLYWOTZKY,"241 EAST 18 STREET, MANHATTAN NY 10003",212-777-0184,CA024376L,0,ROCKMILLS MP70,1,3.1,1976,31 to 35 years old,2011,HEV-E-OIL AM5CM,#4,32704,22893,3319.456,4742.08,0,,Walk-Up Apartments,2,M 03,"* 16,448",1,6,22,25,1920,,,40.726593,-73.988567,38,1006206,1004460009,East Village
1004460026,336 EAST 5 STREET,10003,Manhattan,Con Edison,SE 5 REALTY CORP.,SE 5 REALTY CORP.,"334 EAST 5 STREET, MANHATTAN NY 10003",212-475-0740,CA358557K,0,H B SMITH #340-S-8,1,1.1,1957,Over 50 years,2010,HEVE-OIL A13C,#4,6570,4599,1522.5,2175,0,,Walk-Up Apartments,2,M 03,"* 10,788",1,6,22,23,1900,,,40.726365,-73.988022,38,1006210,1004460026,East Village
1004490001,47 1/2 EAST 7 STREET,10003,Manhattan,Con Edison,CRAWFORD REALTY CO. LLC,CRAWFORD REALTY CO. LLC,"P. O. BOX 157, EASTCHESTER NY 10709",914 472-0591,CB197307M,0,FEDERAL FST - 50 (EXSTG),1,1.6,2007,Fewer than 5 years old,2042,ICI MMG - 22,#4,23506,16454,2385.859,3408.37,0,,Walk-Up Apartments,2,M 03,"* 16,060",1,5,23,24,1930,,,40.727833,-73.987758,38,1006307,1004490001,East Village
1004510006,156 2 AVENUE,10003,Manhattan,Con Edison,156-158 2ND.AVENUE,CITI-URBAN MGT.,"6 GRACE AVENUE, GREAT NECK NY 11021",516-466-3333,CA324388N,0,FEDERAL FST 70,1,2.94,1988,21 to 26 years old,2023,ICI MMG 30,#4,15225,10658,1522.5,2175,0,,Elevator Apartments,2,M 03,"* 39,395",1,6,31,36,1920,,,40.729617,-73.986917,40,1006404,1004510006,East Village
1004510018,214 EAST 10 STREET,10003,Manhattan,Con Edison,ALFRED FREIDMAN MGMT CO,ALFRED FRIEDMAN MGMT CO,"225 WEST 34 STREET, MANHATTAN NY 10001",212 736,CA261159Y,0,ROCKMILLS R-31,1,1.1,1959,Over 50 years,2010,HEV-E-OIL AL3C,#4,11680,8176,1185.52,1693.6,0,,Walk-Up Apartments,2,M 03,"* 10,302",1,6,22,24,1900,,,40.729321,-73.985755,40,1006409,1004510018,East Village
1004520002,166 SECOND AVENUE,10003,Manhattan,Con Edison,WEMBLY MGMT. CO. INC. % BLDG. MGMT. CO. INC.,BLDG. MGT. CO. INC.,"417 FIFTH AVENUE, MANHATTAN NY 10016",212 557-6700,CB043705N,2014,BEST 5C - 200 (NEW),1,6.6,2005,5 to 10 years old,2040,ICI DEG - 84 P (NEW),#6,89681,62776,9416.505,13452.15,1,2022,Elevator Apartments,2,M 03,"* 121,503",1,16,159,166,1929,,,40.730073,-73.986585,40,1006434,1004520002,East Village
1004520006,170 2 AVENUE,10003,Manhattan,Con Edison,ABC REALTY,170 SECOND AVE OWNERS CORP.ABC REALTY,"152 WEST 57TH STREET 12th FL, MANHATTAN NY 10019",212 307-0500,CA226585N,0,ROCKMILLS MP 150,1,6.3,1985,21 to 26 years old,2020,ICI MEG 63 P,#4,49275,34493,5173.875,7391.25,1,2022,Elevator Apartments,2,M 03,"* 97,896",1,15,74,77,1928,,Yes,40.730216,-73.986484,40,1006435,1004520006,East Village
1004520047,221 EAST 10 STREET,10003,Manhattan,Con Edison,MORTON-TABAK,221 E. 10th ST. INC.,"98-41 64 ROAD, REGO PARK NY 11374",718-275-3919,CA371561J,0,FITZGIBBONS OE 130,1,1.3,1961,46 - 50 years old,2010,HEVE OIL AL3C,#4,16200,11340,1644.3,2349,0,,Walk-Up Apartments,2,M 03,"* 10,470",1,6,24,26,1900,,,40.729296,-73.985654,40,1006462,1004520047,East Village
1004530011,305 EAST 11 STREET,10003,Manhattan,Con Edison,EMOR MGMT/HIGHMOUNT ASSOC.,HIGHMOUNT ASSOCIATES,"305-A WEST 19 STREET, MANHATTAN NY 10011",212-727-8208,CA350085P,0,FEDERAL FST 100,1,4.2,1985,21 to 26 years old,2020,ICI MEG 42 P,#4,40004,28003,4200,6000,1,2013,Elevator Apartments,2,M 03,"* 101,800",2,5,89,89,1940,,,40.730136,-73.985777,40,1079353,1004530011,East Village
1004530011,305 EAST 11 STREET,10003,Manhattan,Con Edison,EMOR MGMT/HIGHMOUNT ASSOC.,EMOR MGMT INC,"305-A WEST 19 STREET, MANHATTAN NY 10011",212-727-8208,CA258871K,0,FEDERAL FST 60,1,2.3,1985,21 to 26 years old,2020,ICI MMG 28,#4,25112,17578,2537.5,3625,1,2013,Elevator Apartments,2,M 03,"* 101,800",2,5,89,89,1940,,,40.730136,-73.985777,40,1079353,1004530011,East Village
1004550049,333 EAST 13 STREET,10003,Manhattan,Con Edison,33-337 EAST 13 ST OWENRS,OWNERS %TUDOR REALTY SERVICE,"250 PARK AVE SOUTH 4TH FL., MANHATTAN NY 10003",212-557-3600,CA257189N,0,BEST 4B-80,1,3.1,1989,21 to 26 years old,2024,IND COMBUSION MMG-34P,#4,24090,16863,2436,3480,0,,Walk-Up Apartments,2,M 03,"* 10,730",1,5,15,15,1910,,,40.731286,-73.984539,40,1006533,1004550049,East Village
