Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
7310 New Utrecht Ave,3062030080.0,3158965,311,Brooklyn,188,43,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.617061614990234,-73.99980926513672,Bensonhurst West,false,7310,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,New Utrecht Ave,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.999806 40.617062),11204,16867,1,2,44,37
1205 Flatbush Ave,3051879936.0,3119631,314,Brooklyn,790,45,"Clothing, Shoes",40.6408805847168,-73.95574951171875,Erasmus,true,1205,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Flatbush Ave,,Planet Aid,http://www.planetaid.org/,POINT (-73.955752 40.640881),11226,13510,60,2,26,43
570 Manhattan Ave,3026800128.0,3066751,301,Brooklyn,569,33,Contact store for details,40.72250747680664,-73.94992065429688,Greenpoint,false,570,Organizations/Thrift Stores,N/A,(718) 349-9510,Manhattan Ave,,Fox & Fawn,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1875&BId=1823,POINT (-73.94992 40.722506),11222,18182,36,2,38,57
181 Wyckoff Ave,3032709888.0,3074563,304,Brooklyn,443,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.70315170288086,-73.91703796386719,Bushwick North,false,181,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Wyckoff Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.917037 40.70315),11237,13828,42,2,37,53
72 Wyckoff St,0.0,0,302,Brooklyn,69,33,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.70461654663086,-73.92041015625,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,false,72,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Wyckoff St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.920413 40.704616),11201,13828,42,2,30,53
3315 Ave H,3075610112.0,3205983,317,Brooklyn,784,45,"Clothing, Shoes, Coats, Other",40.632080078125,-73.94401550292969,East Flatbush-Farragut,false,3315,Publicly Accessible Donation Bins,N/A,914-573-2266,Ave H,,Standard Recycling Corp,N/A,POINT (-73.944019 40.632079),11210,17217,61,2,26,40
40 E 14 St,1005649984.0,1009216,102,Manhattan,61,2,Shoes,40.73491668701172,-73.99159240722656,West Village,false,40,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(212) 674-2146,E 14 St,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-73.99159169999996 40.73491560000008),10003,11724,57,4,50,3
1499 Bruckner Blvd,2.03712e9,2023368,209,Bronx,5001,17,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.823883056640625,-73.8793716430664,Soundview-Bruckner,false,1499,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Bruckner Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.879372 40.823883),10472,11610,58,5,43,26
1859 Richmond Ave,5020300288.0,5034924,502,Staten Island,27301,50,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.60243225097656,-74.16250610351563,New Springville-Bloomfield-Travis,false,1859,Publicly Accessible Donation Bins,sales@americanrecyclingresources.com,732-796-8983,Richmond Ave,,American Recycling Resources,www.americanrecyclingresources.com/,POINT (-74.162507 40.602432),10314,10700,30,1,14,75
2932 Pitkin Ave,3042419968.0,3095239,305,Brooklyn,1202,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67625427246094,-73.8636703491211,Cypress Hills-City Line,false,2932,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Pitkin Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.863669 40.676253),11208,17215,45,2,37,47
77-00 Queens Blvd,4024519936.0,4056456,404,Queens,479,25,"Clothing, Shoes, Accessories",40.73808288574219,-73.88610076904297,Elmhurst-Maspeth,false,77-00,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Queens Blvd,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.886102 40.738083),11373,14784,66,3,5,68
2114 Mermaid Ave,3070579968.0,3189549,313,Brooklyn,326,47,"Clothing, Shoes, Coats",40.575992584228516,-73.98839569091797,Seagate-Coney Island,true,2114,Nonprofit Organizations/Thrift Stores,coneylighthouse@aol.com,718-415-1170,Mermaid Ave,,Coney Island Lighthouse Mission,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=457&BId=449,POINT (-73.988398 40.575991),11224,18184,21,2,45,35
44-02 Astoria Blvd,4007170048.0,4012858,401,Queens,141,22,"Clothing, Shoes",40.76802062988281,-73.9070053100586,Astoria,false,44-02,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Astoria Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.907002 40.768021),11103,16860,39,3,4,72
2071 Clove Rd,5029210112.0,5112655,502,Staten Island,50,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.60494613647461,-74.08302307128906,Grasmere-Arrochar-Ft. Wadsworth,false,2071,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Clove Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.083021 40.604946),10304,10691,30,1,14,76
10 Brown Ave,5051429888.0,5065717,503,Staten Island,13203,51,"Clothing, Shoes, Accessories",40.55057907104492,-74.14997100830078,Great Kills,true,10,Nonprofit Organizations/Thrift Stores,info@simhs.org,718-356-7448,Brown Ave,,Great Kills Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=559&BId=529,POINT (-74.149968 40.550579),10308,10695,15,1,9,76
114-02 Guy R Brewer Blvd,4122000128.0,4264631,412,Queens,276,28,"Clothing, Shoes",40.68852233886719,-73.78580474853516,Baisley Park,false,114-02,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Guy R Brewer Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.785806 40.688524),11434,24669,41,3,46,71
33-00 Northern Blvd,4002140160.0,4003105,401,Queens,171,26,Fabric,40.751617431640625,-73.93138885498047,Hunters Point-Sunnyside-West Maspeth,true,33-00,Nonprofit Organizations/Thrift Stores,donations@mfta.nyc.gov,718-729-3001,Northern Blvd,,Materials for the Arts,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=70&BId=130,POINT (-73.93139 40.751617),11101,16858,39,3,33,72
610 Seneca Ave,4034409984.0,4082221,405,Queens,547,34,"Clothing, Shoes, Coats, Accessories",40.703704833984375,-73.90971374511719,Ridgewood,true,610,Nonprofit Organizations/Thrift Stores,refugehouserescue@gmail.com,347-335-0844,Seneca Ave,1,St. John's Ridgewood Adult Learning Center RHOPFAP/AAG,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=293&BId=328,POINT (-73.909716 40.703703),11385,15310,54,3,30,62
325 Ocean Ave,3050260224.0,3114663,309,Brooklyn,79802,40,"Clothing, Shoes, Linens, Accessories",40.65554428100586,-73.96174621582031,Prospect Lefferts Gardens-Wingate,true,325,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7968,Ocean Ave,,Parkside Plaza Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1992&BId=1949,POINT (-73.961749 40.655546),11225,13509,17,2,11,44
584 Gates Ave,3018150144.0,3332253,303,Brooklyn,265,36,"Clothing, Shoes",40.68699645996094,-73.94193267822266,Bedford,false,584,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Gates Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.941929 40.686996),11221,18181,69,2,49,51
2655 Richmond Ave,5.024e9,5039658,502,Staten Island,27702,51,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.5823974609375,-74.16588592529297,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,true,2655,Retail Store Takeback Programs,N/A,(800) 433-2367,Richmond Ave,,Adore Me,https://freethegirls.org/,POINT (-74.16588559999997 40.582397900000046),10314,10700,30,1,9,75
90-15 Queens Blvd,4018600192.0,4045999,404,Queens,683,25,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.734535217285156,-73.87046813964844,Elmhurst,false,90-15,Retail Store Takeback Programs,info@hm.com,855-466-7467,Queens Blvd,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.87047179999996 40.73453550000005),11373,14784,66,3,5,68
28-28 College Point Blvd,0.0,0,407,Queens,907,19,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.772247314453125,-73.84532928466797,College Point,false,28-28,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,College Point Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.845329 40.772249),11354,13832,22,3,20,67
181 Lexington Ave,3.01968e9,3056359,303,Brooklyn,233,36,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68733215332031,-73.95515441894531,Bedford,false,181,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Lexington Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.955155 40.687331),11216,17618,69,2,49,51
10 Columbus Circle,1010497472.0,1026318,104,Manhattan,145,3,Contact store for details,40.76823806762695,-73.98286437988281,Lincoln Square,false,10,Retail Store Takeback Programs,help@jcrew.com,212-823-9302,Columbus Circle,Space 202/302,J. Crew,https://bluejeansgogreen.org/recycle-denim/,POINT (-73.982865 40.768237000000006),10019,12081,12,4,10,10
31-85 Whitestone Expy,4044039936.0,4100763,407,Queens,869,20,"Clothing, Shoes",40.76691818237305,-73.83741760253906,Flushing,false,31-85,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Whitestone Expy,,Usagain LLC,http://www.usagain.com/,POINT (-73.837419 40.766918),11354,13832,22,3,3,67
606 E 89 St,3079930112.0,3224082,318,Brooklyn,964,46,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.64240264892578,-73.9099349975586,Canarsie,true,606,Nonprofit Organizations/Thrift Stores,N/A,718-272-5150,E 89 St,,Christian Church Of Canarsie,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3461&BId=3438,POINT (-73.909932 40.642403),11236,13827,5,2,8,42
401 E 80 St,3079180032.0,3000000,318,Brooklyn,960,45,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.64097213745117,-73.91898345947266,Canarsie,false,401,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 80 St,,Helpsy,https://www.helpsy.co/,POINT (-73.918985 40.640972),11236,13827,5,2,26,42
1480 3 Ave,1015120064.0,1047654,108,Manhattan,140,5,"Clothing, Shoes, Accessories, Coats, Rugs",40.77727508544922,-73.9552993774414,Upper East Side-Carnegie Hill,true,1480,Nonprofit Organizations/Thrift Stores,info@cancercare.org,(212) 879-9868,3 Ave,,CancerCare Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=44&BId=87,POINT (-73.955302 40.777275),10028,12425,23,4,1,11
104-24 Flatlands Ave,3082119936.0,3230535,318,Brooklyn,986,46,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.64728927612305,-73.8946304321289,Canarsie,false,104-24,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Flatlands Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.894632 40.647289),11236,13827,5,2,8,42
1 Smith St,3001550080.0,3000438,302,Brooklyn,37,33,"Clothing, Shoes, Accessories",40.69110107421875,-73.98727416992188,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,true,1,Nonprofit Organizations/Thrift Stores,info@thehopeprogram.org,347-773-4623,Smith St,,The HOPE Program (Professional Clothing Only),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3385&BId=3349,POINT (-73.98727300000002 40.691101),11201,16865,68,2,38,54
1610 Bushwick Ave,3034739968.0,3388955,304,Brooklyn,405,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68046569824219,-73.90338134765625,Bushwick South,false,1610,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Bushwick Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.903385 40.680464),11207,17214,42,2,37,53
91 5 Ave,1008440064.0,1016095,105,Manhattan,52,2,Contact store for details,40.737571716308594,-73.99195861816406,Hudson Yards-Chelsea-Flatiron-Union Square,false,91,Retail Store Takeback Programs,help@jcrew.com,212-255-4848,5 Ave,,J. Crew,https://bluejeansgogreen.org/recycle-denim/,POINT (-73.991956 40.73757),10003,11724,11,4,50,7
301 W 125 St,1.01952e9,1089315,110,Manhattan,257,9,Shoes,40.810550689697266,-73.95146942138672,Central Harlem South,false,301,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(646) 737-0295,W 125 St,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-73.95147249999997 40.81055040000007),10027,12424,18,4,36,18
32 Highland Blvd,3034810112.0,3080572,305,Brooklyn,114201,37,"Clothing, Shoes, Coats, Other",40.67927932739258,-73.89944458007813,Cypress Hills-City Line,false,32,Publicly Accessible Donation Bins,N/A,914-573-2266,Highland Blvd,,Standard Recycling Corp,N/A,POINT (-73.899446 40.679281),11207,17214,45,2,37,47
8715 3 Ave,3060489984.0,3153702,310,Brooklyn,60,43,Contact store for details,40.62226104736328,-74.03128814697266,Bay Ridge,false,8715,Organizations/Thrift Stores,consignconnectbk@gmail.com,718-491-6083,3 Ave,,Consign Connection,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=586&BId=554,POINT (-74.03129 40.62226),11209,17216,10,2,44,41
44-37 Douglaston Pkwy,4081110016.0,4453377,411,Queens,1479,19,"Clothing, Shoes",40.76572036743164,-73.74433135986328,Douglas Manor-Douglaston-Little Neck,false,44-37,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Douglaston Pkwy,,Usagain LLC,http://www.usagain.com/,POINT (-73.744333 40.765721),11363,14505,26,3,20,69
111-54 Merrick Blvd,4.10208e9,4217363,412,Queens,266,27,"Clothing, Shoes, Coats",40.693477630615234,-73.78055572509766,South Jamaica,true,111-54,Nonprofit Organizations/Thrift Stores,N/A,718-206-4600,Merrick Blvd,,Allen Outreach Ministry Feeding Program,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=273&BId=314,POINT (-73.780558 40.693478),11433,24668,41,3,6,71
130-08 Springfield Blvd,4127310080.0,4274212,412,Queens,376,27,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.68567657470703,-73.75062561035156,St. Albans,false,130-08,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Springfield Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.750625 40.685678),11413,15313,41,3,6,71
619 179 St,1021620032.0,1063905,112,Manhattan,263,10,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels",40.84842300415039,-73.93536376953125,Washington Heights South,true,619,Nonprofit Organizations/Thrift Stores,ipchurch179@yahoo.com,917-941-1880,179 St,Basement,International Pentecostal Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=296&BId=330,POINT (-73.935367 40.848424),10033,13091,47,4,39,22
1535 Broadway,1010170048.0,1024727,105,Manhattan,119,3,Denim only.,40.75873947143555,-73.98619079589844,Midtown-Midtown South,false,1535,Retail Store Takeback Programs,N/A,212-643-4358,Broadway,,Levi Strauss,https://www.levi.com/US/en_US/blog/article/where-to-recycle-your-clothes/�,POINT (-73.98618849999997 40.75873810000007),10036,13094,11,4,10,10
1320 Richmond Terrace,5001569792.0,5004367,501,Staten Island,97,49,"Clothing, Shoes, Coats",40.642459869384766,-74.11405944824219,West New Brighton-New Brighton-St. George,false,1320,Publicly Accessible Donation Bins,N/A,631-225-5246,Richmond Terrace,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-74.114063 40.642458),10310,10697,4,1,13,74
8772 18 Ave,3064349952.0,3168630,311,Brooklyn,176,43,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.60383224487305,-74.00664520263672,Bath Beach,false,8772,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,18 Ave,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-74.006647 40.603831),11214,17616,1,2,44,37
630 Henderson Ave,5.0016e9,5004546,501,Staten Island,105,49,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.63728332519531,-74.11355590820313,New Brighton-Silver Lake,false,630,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Henderson Ave,,Helpsy,https://www.helpsy.co/,POINT (-74.113559 40.637283),10310,10697,4,1,13,74
344 Ave X,3071950080.0,3195122,315,Brooklyn,37402,47,"Clothing, Shoes, Coats, Towels",40.59029769897461,-73.97042083740234,Gravesend,true,344,Publicly Accessible Donation Bins,N/A,866-931-0232,Ave X,,Carecycle Inc,carecyclecares.com/,POINT (-73.97042200000001 40.590297),11223,18183,32,2,45,36
43-20 Bell Blvd,4062870016.0,4138261,411,Queens,1467,19,"Clothing, Shoes, Coats, Towels",40.76071548461914,-73.76998901367188,Bayside-Bayside Hills,true,43-20,Publicly Accessible Donation Bins,N/A,866-931-0232,Bell Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.769987 40.760716),11361,14196,26,3,20,69
447 Willis Ave,2023070080.0,2092117,201,Bronx,43,8,"Clothing, Shoes",40.814022064208984,-73.91976928710938,Mott Haven-Port Morris,false,447,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Willis Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.91977 40.814023),10455,10933,49,5,35,23
70-21 73 Pl,4.03792e9,4092075,405,Queens,63301,30,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.706016540527344,-73.87672424316406,Glendale,false,70-21,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,73 Pl,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.876725 40.706017),11385,15310,54,3,34,62
824 Allerton Ave,2044409984.0,2051552,211,Bronx,328,13,"Clothing, Shoes, Coats, Other",40.86526107788086,-73.86217498779297,Bronxdale,false,824,Publicly Accessible Donation Bins,N/A,914-573-2266,Allerton Ave,,Standard Recycling Corp,N/A,POINT (-73.862174 40.86526),10467,11605,59,5,12,32
135-32 38 Ave,4049750016.0,4112307,407,Queens,871,20,"Clothing, Shoes, Coats",40.760475158691406,-73.83145904541016,Flushing,true,135-32,Nonprofit Organizations/Thrift Stores,N/A,917-880-5693,38 Ave,,La Jornada,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2026&BId=1983,POINT (-73.831461 40.760477),11354,13832,22,3,3,67
1475 Flatbush Ave,3052509952.0,3121671,314,Brooklyn,786,45,"Clothing, Shoes",40.63465118408203,-73.94918823242188,Flatbush,false,1475,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Flatbush Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.949185 40.63465),11210,17217,60,2,26,43
209 Cross Bay Blvd,4153019904.0,4315071,414,Queens,107201,32,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.613685607910156,-73.82118225097656,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,false,209,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Cross Bay Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.821183 40.613687),11693,20531,51,3,41,58
